,h3_05,geometry,tamkeen_number_of_sites,tamkeen_distance_to_nearest_site_m
1627,8552e2dbfffffff,"POLYGON ((44.70065902293307 14.41009405068649, 44.681533276297216 14.324982921853959, 44.745093643395045 14.272700348664381, 44.827721578388505 14.305428609498328, 44.846926052638125 14.390438601677712, 44.78342403403456 14.442821469687264, 44.70065902293307 14.41009405068649))",6.0,7081.310063110633
1628,8552e303fffffff,"POLYGON ((46.19083216489864 14.075254475958802, 46.17095067068701 13.991294069688266, 46.23241823571668 13.939418642259668, 46.31370368791774 13.971404846348504, 46.33365727794846 14.055260886306133, 46.2722534870483 14.107235077201311, 46.19083216489864 14.075254475958802))",0.0,47863.396433101254
1629,8552e307fffffff,"POLYGON ((46.33365727794846 14.055260886306133, 46.31370368791774 13.971404846348504, 46.37497531322224 13.919560583985715, 46.45613641639262 13.951473757070445, 46.47616148182176 14.035225129249227, 46.414954135499016 14.087167983751838, 46.33365727794846 14.055260886306133))",0.0,47586.63057476338
1630,8552e30bfffffff,"POLYGON ((46.08954152536682 13.959234604476176, 46.0697357274198 13.875294744568771, 46.13126654987802 13.823518311852695, 46.21254007951526 13.855582734052497, 46.23241823571668 13.939418642259668, 46.17095067068701 13.991294069688266, 46.08954152536682 13.959234604476176))",0.0,31642.734158420986
1631,8552e30ffffffff,"POLYGON ((46.23241823571668 13.939418642259668, 46.21254007951526 13.855582734052497, 46.273875469679126 13.803837296933828, 46.35502541758341 13.835828931414365, 46.37497531322224 13.919560583985715, 46.31370368791774 13.971404846348504, 46.23241823571668 13.939418642259668))",0.0,46121.83388477798
1632,8552e313fffffff,"POLYGON ((46.14911669973046 14.211343768135338, 46.12923196395233 14.127259466407546, 46.19083216489864 14.075254475958802, 46.2722534870483 14.107235077201311, 46.29221067708688 14.191214905462306, 46.23067425849825 14.24331859474408, 46.14911669973046 14.211343768135338))",0.0,36936.879048125964
1633,8552e317fffffff,"POLYGON ((46.29221067708688 14.191214905462306, 46.2722534870483 14.107235077201311, 46.33365727794846 14.055260886306133, 46.414954135499016 14.087167983751838, 46.434983156807654 14.171043034301405, 46.37364365680854 14.22311575282429, 46.29221067708688 14.191214905462306))",0.0,33522.5608471158
1634,8552e31bfffffff,"POLYGON ((46.04768683844371 14.095205127976305, 46.02787806141893 14.011140662118983, 46.08954152536682 13.959234604476176, 46.17095067068701 13.991294069688266, 46.19083216489864 14.075254475958802, 46.12923196395233 14.127259466407546, 46.04768683844371 14.095205127976305))",0.0,37170.54099941087
1635,8552e323fffffff,"POLYGON ((46.51721207017558 13.899661190563123, 46.49719105296029 13.816034092332204, 46.55813547336507 13.764352228815344, 46.63903631581501 13.796198969589032, 46.65912783774819 13.879721219983526, 46.598248178350346 13.931501563926055, 46.51721207017558 13.899661190563123))",0.0,24982.885661765846
1636,8552e327fffffff,"POLYGON ((46.65912783774819 13.879721219983526, 46.63903631581501 13.796198969589032, 46.69978521656573 13.744549675967773, 46.78056055504037 13.776324313015417, 46.80072196588091 13.859741427263268, 46.7400383148773 13.911489026029603, 46.65912783774819 13.879721219983526))",0.0,15579.806664130196
1637,8552e32bfffffff,"POLYGON ((46.416165337414746 13.7841150187106, 46.396219229612534 13.700508344258406, 46.45722790213128 13.64892519336241, 46.5381185957716 13.680849991788794, 46.55813547336507 13.764352228815344, 46.49719105296029 13.816034092332204, 46.416165337414746 13.7841150187106))",0.0,29166.86127302272
1638,8552e32ffffffff,"POLYGON ((46.55813547336507 13.764352228815344, 46.5381185957716 13.680849991788794, 46.59893223999313 13.629299237319099, 46.679698183481655 13.66115216714834, 46.69978521656573 13.744549675967773, 46.63903631581501 13.796198969589032, 46.55813547336507 13.764352228815344))",0.0,13226.648161387076
1639,8552e333fffffff,"POLYGON ((46.47616148182176 14.035225129249227, 46.45613641639262 13.951473757070445, 46.51721207017558 13.899661190563123, 46.598248178350346 13.931501563926055, 46.618344099751155 14.015147972097852, 46.55733322353766 14.067058957465983, 46.47616148182176 14.035225129249227))",0.0,39973.53435962592
1640,8552e337fffffff,"POLYGON ((46.618344099751155 14.015147972097852, 46.598248178350346 13.931501563926055, 46.65912783774819 13.879721219983526, 46.7400383148773 13.911489026029603, 46.760204473863006 13.995030179181258, 46.699390084369874 14.04690876678835, 46.618344099751155 14.015147972097852))",0.0,31629.23177034049
1641,8552e33bfffffff,"POLYGON ((46.37497531322224 13.919560583985715, 46.35502541758341 13.835828931414365, 46.416165337414746 13.7841150187106, 46.49719105296029 13.816034092332204, 46.51721207017558 13.899661190563123, 46.45613641639262 13.951473757070445, 46.37497531322224 13.919560583985715))",0.0,38935.34536382163
1642,8552e343fffffff,"POLYGON ((45.84509436738511 13.862753531036008, 45.82543750127512 13.778732118616608, 45.88722593357759 13.727024610073139, 45.968609173846865 13.759239118845304, 45.98833927659522 13.843157308980626, 45.92661306890196 13.894964204449742, 45.84509436738511 13.862753531036008))",2.0,2351.5576396038396
1643,8552e347fffffff,"POLYGON ((45.98833927659522 13.843157308980626, 45.968609173846865 13.759239118845304, 46.030202737123496 13.707561907484031, 46.11146382855678 13.739703655633297, 46.13126654987802 13.823518311852695, 46.0697357274198 13.875294744568771, 45.98833927659522 13.843157308980626))",0.0,17876.419464216
1644,8552e34bfffffff,"POLYGON ((45.74393278722841 13.74644462926205, 45.7243518702724 13.662446432301616, 45.78620200818824 13.610838530810346, 45.86757152346369 13.64312921206041, 45.88722593357759 13.727024610073139, 45.82543750127512 13.778732118616608, 45.74393278722841 13.74644462926205))",0.0,15176.666500498095
1645,8552e34ffffffff,"POLYGON ((45.88722593357759 13.727024610073139, 45.86757152346369 13.64312921206041, 45.9292273110596 13.5915514440825, 46.010475450237955 13.62376962247435, 46.030202737123496 13.707561907484031, 45.968609173846865 13.759239118845304, 45.88722593357759 13.727024610073139))",0.0,15657.027860211354
1646,8552e353fffffff,"POLYGON ((45.80283205201247 13.998737182873553, 45.78317283061374 13.914590352406234, 45.84509436738511 13.862753531036008, 45.92661306890196 13.894964204449742, 45.94634588886856 13.979007706868732, 45.884486575897235 14.030943855831282, 45.80283205201247 13.998737182873553))",0.0,17145.745469408117
1647,8552e357fffffff,"POLYGON ((45.94634588886856 13.979007706868732, 45.92661306890196 13.894964204449742, 45.98833927659522 13.843157308980626, 46.0697357274198 13.875294744568771, 46.08954152536682 13.959234604476176, 46.02787806141893 14.011140662118983, 45.94634588886856 13.979007706868732))",0.0,19724.910186274927
1648,8552e35bfffffff,"POLYGON ((45.701532558877695 13.882306218002725, 45.681949548294845 13.798181900197662, 45.74393278722841 13.74644462926205, 45.82543750127512 13.778732118616608, 45.84509436738511 13.862753531036008, 45.78317283061374 13.914590352406234, 45.701532558877695 13.882306218002725))",0.0,14479.97710590721
1649,8552e363fffffff,"POLYGON ((46.17286246951954 13.688057272271799, 46.15306292141534 13.604368409083069, 46.21432983893308 13.55285249048893, 46.295333226720665 13.584926314714464, 46.315204421371206 13.668511452480551, 46.25400074697936 13.720126481016727, 46.17286246951954 13.688057272271799))",0.0,23388.16943304578
1650,8552e367fffffff,"POLYGON ((46.315204421371206 13.668511452480551, 46.295333226720665 13.584926314714464, 46.356405642485306 13.533442104057466, 46.43728567467934 13.56544407942602, 46.45722790213128 13.64892519336241, 46.396219229612534 13.700508344258406, 46.315204421371206 13.668511452480551))",0.0,35501.07123346613
1651,8552e36bfffffff,"POLYGON ((46.071936828021094 13.572222516781231, 46.05221245468181 13.488556721328537, 46.113542103964065 13.43714013385126, 46.194533559688864 13.469290001292595, 46.21432983893308 13.55285249048893, 46.15306292141534 13.604368409083069, 46.071936828021094 13.572222516781231))",3.0,6326.021067031069
1652,8552e36ffffffff,"POLYGON ((46.21432983893308 13.55285249048893, 46.194533559688864 13.469290001292595, 46.25566920987614 13.417904953905445, 46.336538069496015 13.449983221952062, 46.356405642485306 13.533442104057466, 46.295333226720665 13.584926314714464, 46.21432983893308 13.55285249048893))",0.0,21390.027889406254
1653,8552e373fffffff,"POLYGON ((46.13126654987802 13.823518311852695, 46.11146382855678 13.739703655633297, 46.17286246951954 13.688057272271799, 46.25400074697936 13.720126481016727, 46.273875469679126 13.803837296933828, 46.21254007951526 13.855582734052497, 46.13126654987802 13.823518311852695))",0.0,33889.024537208585
1654,8552e377fffffff,"POLYGON ((46.273875469679126 13.803837296933828, 46.25400074697936 13.720126481016727, 46.315204421371206 13.668511452480551, 46.396219229612534 13.700508344258406, 46.416165337414746 13.7841150187106, 46.35502541758341 13.835828931414365, 46.273875469679126 13.803837296933828))",0.0,40718.87622993874
1655,8552e37bfffffff,"POLYGON ((46.030202737123496 13.707561907484031, 46.010475450237955 13.62376962247435, 46.071936828021094 13.572222516781231, 46.15306292141534 13.604368409083069, 46.17286246951954 13.688057272271799, 46.11146382855678 13.739703655633297, 46.030202737123496 13.707561907484031))",0.0,18553.409905138356
1656,8552e383fffffff,"POLYGON ((46.20892954596744 14.46387992648199, 46.188965442864536 14.379654352326087, 46.25063495321296 14.327421603862721, 46.33220442393226 14.359316027381873, 46.35224107624969 14.443436614595461, 46.29063587754632 14.49576775311282, 46.20892954596744 14.46387992648199))",0.0,13646.319243372147
1657,8552e387fffffff,"POLYGON ((46.35224107624969 14.443436614595461, 46.33220442393226 14.359316027381873, 46.39367654072766 14.307113877834055, 46.47512065718764 14.338934085170834, 46.495229231526906 14.422949380913403, 46.433821936019314 14.475249747577903, 46.35224107624969 14.443436614595461))",3.0,4942.599415016493
1658,8552e38bfffffff,"POLYGON ((46.10727127979158 14.34768547144325, 46.087383399851426 14.263477885256338, 46.14911669973046 14.211343768135338, 46.23067425849825 14.24331859474408, 46.25063495321296 14.327421603862721, 46.188965442864536 14.379654352326087, 46.10727127979158 14.34768547144325))",0.0,29151.99718250427
1659,8552e38ffffffff,"POLYGON ((46.25063495321296 14.327421603862721, 46.23067425849825 14.24331859474408, 46.29221067708688 14.191214905462306, 46.37364365680854 14.22311575282429, 46.39367654072766 14.307113877834055, 46.33220442393226 14.359316027381873, 46.25063495321296 14.327421603862721))",0.0,19733.689636338902
1660,8552e393fffffff,"POLYGON ((46.167093892039574 14.600588800810867, 46.14712647780116 14.516241285823396, 46.20892954596744 14.46387992648199, 46.29063587754632 14.49576775311282, 46.310676203098396 14.580010181917334, 46.248937455375184 14.632469858249861, 46.167093892039574 14.600588800810867))",0.0,9870.701457088757
1661,8552e397fffffff,"POLYGON ((46.310676203098396 14.580010181917334, 46.29063587754632 14.49576775311282, 46.35224107624969 14.443436614595461, 46.433821936019314 14.475249747577903, 46.45393454308327 14.559386782869598, 46.39239417820727 14.611816065569514, 46.310676203098396 14.580010181917334))",0.0,10462.286899747485
1662,8552e39bfffffff,"POLYGON ((46.065295341718866 14.484278521035304, 46.045404415990475 14.399948269790842, 46.10727127979158 14.34768547144325, 46.188965442864536 14.379654352326087, 46.20892954596744 14.46387992648199, 46.14712647780116 14.516241285823396, 46.065295341718866 14.484278521035304))",0.0,26324.528287872145
1663,8552e3a3fffffff,"POLYGON ((46.53639534946388 14.286763079440506, 46.516290900934194 14.202870140284267, 46.577433454111166 14.150828931326426, 46.65861531612505 14.182582534944942, 46.678790705694915 14.266369991776314, 46.61771345984909 14.318509312936186, 46.53639534946388 14.286763079440506))",0.0,20833.787078726098
1664,8552e3a7fffffff,"POLYGON ((46.678790705694915 14.266369991776314, 46.65861531612505 14.182582534944942, 46.719560903234935 14.130573370226138, 46.80061624661732 14.162253711600851, 46.82086195472688 14.245935394886128, 46.759982168247625 14.298042494890156, 46.678790705694915 14.266369991776314))",0.0,16634.830310318204
1665,8552e3abfffffff,"POLYGON ((46.434983156807654 14.171043034301405, 46.414954135499016 14.087167983751838, 46.47616148182176 14.035225129249227, 46.55733322353766 14.067058957465983, 46.577433454111166 14.150828931326426, 46.516290900934194 14.202870140284267, 46.434983156807654 14.171043034301405))",0.0,32339.906969997443
1666,8552e3affffffff,"POLYGON ((46.577433454111166 14.150828931326426, 46.55733322353766 14.067058957465983, 46.618344099751155 14.015147972097852, 46.699390084369874 14.04690876678835, 46.719560903234935 14.130573370226138, 46.65861531612505 14.182582534944942, 46.577433454111166 14.150828931326426))",0.0,32823.81314467843
1667,8552e3b3fffffff,"POLYGON ((46.495229231526906 14.422949380913403, 46.47512065718764 14.338934085170834, 46.53639534946388 14.286763079440506, 46.61771345984909 14.318509312936186, 46.637893330032384 14.402419017981321, 46.5766839623307 14.454688065929405, 46.495229231526906 14.422949380913403))",1.0,5259.8751147925495
1668,8552e3b7fffffff,"POLYGON ((46.637893330032384 14.402419017981321, 46.61771345984909 14.318509312936186, 46.678790705694915 14.266369991776314, 46.759982168247625 14.298042494890156, 46.78023270915887 14.381846315290586, 46.71922128483067 14.434083501843176, 46.637893330032384 14.402419017981321))",1.0,7384.835497930305
1669,8552e3bbfffffff,"POLYGON ((46.39367654072766 14.307113877834055, 46.37364365680854 14.22311575282429, 46.434983156807654 14.171043034301405, 46.516290900934194 14.202870140284267, 46.53639534946388 14.286763079440506, 46.47512065718764 14.338934085170834, 46.39367654072766 14.307113877834055))",0.0,18124.549379616143
1670,8552e3c3fffffff,"POLYGON ((45.86196708699321 14.251469346762207, 45.842229132410914 14.167177032013829, 45.90422201346786 14.115112069267209, 45.98589027106005 14.147240377061555, 46.00570192864941 14.231428842722217, 45.943771793924164 14.283592840669067, 45.86196708699321 14.251469346762207))",0.0,46060.095751727684
1671,8552e3c7fffffff,"POLYGON ((46.00570192864941 14.231428842722217, 45.98589027106005 14.147240377061555, 46.04768683844371 14.095205127976305, 46.12923196395233 14.127259466407546, 46.14911669973046 14.211343768135338, 46.087383399851426 14.263477885256338, 46.00570192864941 14.231428842722217))",0.0,46092.113601000245
1672,8552e3cbfffffff,"POLYGON ((45.760438424075055 14.134974523941517, 45.7407769490774 14.050702880238923, 45.80283205201247 13.998737182873553, 45.884486575897235 14.030943855831282, 45.90422201346786 14.115112069267209, 45.842229132410914 14.167177032013829, 45.760438424075055 14.134974523941517))",0.0,29913.48724632195
1673,8552e3cffffffff,"POLYGON ((45.90422201346786 14.115112069267209, 45.884486575897235 14.030943855831282, 45.94634588886856 13.979007706868732, 46.02787806141893 14.011140662118983, 46.04768683844371 14.095205127976305, 45.98589027106005 14.147240377061555, 45.90422201346786 14.115112069267209))",0.0,31438.75306423302
1674,8552e3d3fffffff,"POLYGON ((45.819580543103775 14.38807847235494, 45.79984017308904 14.303662674448445, 45.86196708699321 14.251469346762207, 45.943771793924164 14.283592840669067, 45.96358623259102 14.367904691565332, 45.901522064650656 14.420196986656835, 45.819580543103775 14.38807847235494))",0.0,49835.462365715844
1675,8552e3d7fffffff,"POLYGON ((45.96358623259102 14.367904691565332, 45.943771793924164 14.283592840669067, 46.00570192864941 14.231428842722217, 46.087383399851426 14.263477885256338, 46.10727127979158 14.34768547144325, 46.045404415990475 14.399948269790842, 45.96358623259102 14.367904691565332))",0.0,42802.99611497114
1676,8552e3dbfffffff,"POLYGON ((45.71791291725697 14.271464494995332, 45.69824929134129 14.187068651336896, 45.760438424075055 14.134974523941517, 45.842229132410914 14.167177032013829, 45.86196708699321 14.251469346762207, 45.79984017308904 14.303662674448445, 45.71791291725697 14.271464494995332))",0.0,34885.02476901979
1677,8552e403fffffff,"POLYGON ((45.59478170790851 16.003068717902142, 45.574864057197495 15.917432443100786, 45.63823138595848 15.863786189886701, 45.72145275423574 15.895678603060718, 45.74144771241897 15.981209344853891, 45.67814417189964 16.034953196901046, 45.59478170790851 16.003068717902142))",0.0,50419.776728287696
1678,8552e407fffffff,"POLYGON ((45.74144771241897 15.981209344853891, 45.72145275423574 15.895678603060718, 45.78461747679693 15.842057819687335, 45.86771298694206 15.873870337499032, 45.887784595287215 15.959295204398485, 45.82468422013731 16.013013417644025, 45.74144771241897 15.981209344853891))",0.0,60158.99705118438
1679,8552e40bfffffff,"POLYGON ((45.491517565361 15.885459857431758, 45.471679388288315 15.799833747796118, 45.535109950049915 15.746285362085933, 45.61831563242517 15.778265209921814, 45.63823138595848 15.863786189886701, 45.574864057197495 15.917432443100786, 45.491517565361 15.885459857431758))",0.0,32734.957631609595
1680,8552e40ffffffff,"POLYGON ((45.63823138595848 15.863786189886701, 45.61831563242517 15.778265209921814, 45.68154414981217 15.72474212706977, 45.76462480222465 15.756642313918862, 45.78461747679693 15.842057819687335, 45.72145275423574 15.895678603060718, 45.63823138595848 15.863786189886701))",0.0,42585.19178006967
1681,8552e413fffffff,"POLYGON ((45.55119451565559 16.142588432985473, 45.53127507846816 16.056837584079393, 45.59478170790851 16.003068717902142, 45.67814417189964 16.034953196901046, 45.69814130524224 16.120598457889656, 45.63469845621702 16.17446481838532, 45.55119451565559 16.142588432985473))",0.0,60158.094543321116
1682,8552e417fffffff,"POLYGON ((45.69814130524224 16.120598457889656, 45.67814417189964 16.034953196901046, 45.74144771241897 15.981209344853891, 45.82468422013731 16.013013417644025, 45.844758389614576 16.09855274582311, 45.78151919278557 16.15239392344925, 45.69814130524224 16.120598457889656))",0.0,68172.97328277623
1683,8552e41bfffffff,"POLYGON ((45.44778739874361 16.02487241828934, 45.427947713614714 15.939130958024677, 45.491517565361 15.885459857431758, 45.574864057197495 15.917432443100786, 45.59478170790851 16.003068717902142, 45.53127507846816 16.056837584079393, 45.44778739874361 16.02487241828934))",0.0,42639.191869403454
1684,8552e423fffffff,"POLYGON ((45.93067503008506 15.820275642180235, 45.91060608908396 15.734965949502435, 45.97343028779883 15.681495316191338, 46.05625870504792 15.713237003504988, 46.07640325873285 15.798440549807895, 46.013643958312755 15.85200854313471, 45.93067503008506 15.820275642180235))",0.0,69038.72690618435
1685,8552e427fffffff,"POLYGON ((46.07640325873285 15.798440549807895, 46.05625870504792 15.713237003504988, 46.118880649227584 15.659793508373548, 46.20158188269718 15.691456359799629, 46.22180139623877 15.776553432031314, 46.159244892015856 15.830094113732775, 46.07640325873285 15.798440549807895))",0.0,83934.87340855227
1686,8552e42bfffffff,"POLYGON ((45.82765119528863 15.703145149945733, 45.807660911714954 15.617845588603078, 45.87054946166441 15.56447258528599, 45.95336411930385 15.596301502273928, 45.97343028779883 15.681495316191338, 45.91060608908396 15.734965949502435, 45.82765119528863 15.703145149945733))",0.0,54645.85938325719
1687,8552e42ffffffff,"POLYGON ((45.97343028779883 15.681495316191338, 45.95336411930385 15.596301502273928, 46.01605095908447 15.542955465614646, 46.098739246855004 15.574705772217738, 46.118880649227584 15.659793508373548, 46.05625870504792 15.713237003504988, 45.97343028779883 15.681495316191338))",0.0,70447.79144234527
1688,8552e433fffffff,"POLYGON ((45.887784595287215 15.959295204398485, 45.86771298694206 15.873870337499032, 45.93067503008506 15.820275642180235, 46.013643958312755 15.85200854313471, 46.03379156036319 15.937327198892676, 45.97089441704341 15.991019152952239, 45.887784595287215 15.959295204398485))",0.0,71624.41746056355
1689,8552e437fffffff,"POLYGON ((46.03379156036319 15.937327198892676, 46.013643958312755 15.85200854313471, 46.07640325873285 15.798440549807895, 46.159244892015856 15.830094113732775, 46.17946783222188 15.915306227717515, 46.116773977288716 15.968971306522079, 46.03379156036319 15.937327198892676))",0.0,84717.43443005047
1690,8552e43bfffffff,"POLYGON ((45.78461747679693 15.842057819687335, 45.76462480222465 15.756642313918862, 45.82765119528863 15.703145149945733, 45.91060608908396 15.734965949502435, 45.93067503008506 15.820275642180235, 45.86771298694206 15.873870337499032, 45.78461747679693 15.842057819687335))",0.0,54966.62079659907
1691,8552e443fffffff,"POLYGON ((45.24126338587903 15.789207049798096, 45.22158316915419 15.703487914076636, 45.28527779217076 15.650013140052119, 45.36859070130802 15.682159201009746, 45.388349415358505 15.76777396668376, 45.324716899174554 15.821347035022198, 45.24126338587903 15.789207049798096))",0.0,11117.794779961912
1692,8552e447fffffff,"POLYGON ((45.388349415358505 15.76777396668376, 45.36859070130802 15.682159201009746, 45.43208394105905 15.62870894687594, 45.51527339290195 15.660775319250865, 45.535109950049915 15.746285362085933, 45.471679388288315 15.799833747796118, 45.388349415358505 15.76777396668376))",0.0,15336.104798041475
1693,8552e44bfffffff,"POLYGON ((45.138147557662805 15.67126189857801, 45.11854705403967 15.585555698206871, 45.1823032265691 15.532179475930752, 45.26559852890975 15.564410896851438, 45.28527779217076 15.650013140052119, 45.22158316915419 15.703487914076636, 45.138147557662805 15.67126189857801))",0.0,15122.332576376508
1694,8552e44ffffffff,"POLYGON ((45.28527779217076 15.650013140052119, 45.26559852890975 15.564410896851438, 45.329153891891046 15.511059033753558, 45.412326570417726 15.54321101623032, 45.43208394105905 15.62870894687594, 45.36859070130802 15.682159201009746, 45.28527779217076 15.650013140052119))",5.0,5688.182751202548
1695,8552e453fffffff,"POLYGON ((45.19711007022161 15.928639489125477, 45.17742901530979 15.842804176355639, 45.24126338587903 15.789207049798096, 45.324716899174554 15.821347035022198, 45.34447684360753 15.90707792415044, 45.280704562168566 15.960773245441814, 45.19711007022161 15.928639489125477))",0.0,27962.997149913743
1696,8552e457fffffff,"POLYGON ((45.34447684360753 15.90707792415044, 45.324716899174554 15.821347035022198, 45.388349415358505 15.76777396668376, 45.471679388288315 15.799833747796118, 45.491517565361 15.885459857431758, 45.427947713614714 15.939130958024677, 45.34447684360753 15.90707792415044))",0.0,25557.507927803188
1697,8552e45bfffffff,"POLYGON ((45.09385272264369 15.81058371768948, 45.074251658132816 15.724760570377265, 45.138147557662805 15.67126189857801, 45.22158316915419 15.703487914076636, 45.24126338587903 15.789207049798096, 45.17742901530979 15.842804176355639, 45.09385272264369 15.81058371768948))",0.0,23669.666197572595
1698,8552e463fffffff,"POLYGON ((45.57856515272621 15.60735020298355, 45.558730326288796 15.521956934640105, 45.621883770167074 15.468655632866326, 45.70480896494959 15.500649527713259, 45.724720596326684 15.58593778962462, 45.66163040307968 15.639337154219998, 45.57856515272621 15.60735020298355))",0.0,26426.3794349288
1699,8552e467fffffff,"POLYGON ((45.724720596326684 15.58593778962462, 45.70480896494959 15.500649527713259, 45.767761319227446 15.447374419793306, 45.85056167542233 15.479289668339975, 45.87054946166441 15.56447258528599, 45.807660911714954 15.617845588603078, 45.724720596326684 15.58593778962462))",0.0,41513.99078069514
1700,8552e46bfffffff,"POLYGON ((45.47568102050962 15.489884128010383, 45.45592510521718 15.404503735460157, 45.51914125038326 15.35130075534912, 45.602050784153015 15.383379838223657, 45.621883770167074 15.468655632866326, 45.558730326288796 15.521956934640105, 45.47568102050962 15.489884128010383))",0.0,12903.621639679699
1701,8552e46ffffffff,"POLYGON ((45.621883770167074 15.468655632866326, 45.602050784153015 15.383379838223657, 45.66506639602884 15.330202886513698, 45.747851910701144 15.362203564187054, 45.767761319227446 15.447374419793306, 45.70480896494959 15.500649527713259, 45.621883770167074 15.468655632866326))",0.0,29339.64803805989
1702,8552e473fffffff,"POLYGON ((45.535109950049915 15.746285362085933, 45.51527339290195 15.660775319250865, 45.57856515272621 15.60735020298355, 45.66163040307968 15.639337154219998, 45.68154414981217 15.72474212706977, 45.61831563242517 15.778265209921814, 45.535109950049915 15.746285362085933))",0.0,25313.12556354085
1703,8552e477fffffff,"POLYGON ((45.68154414981217 15.72474212706977, 45.66163040307968 15.639337154219998, 45.724720596326684 15.58593778962462, 45.807660911714954 15.617845588603078, 45.82765119528863 15.703145149945733, 45.76462480222465 15.756642313918862, 45.68154414981217 15.72474212706977))",0.0,39297.58198146878
1704,8552e47bfffffff,"POLYGON ((45.43208394105905 15.62870894687594, 45.412326570417726 15.54321101623032, 45.47568102050962 15.489884128010383, 45.558730326288796 15.521956934640105, 45.57856515272621 15.60735020298355, 45.51527339290195 15.660775319250865, 45.43208394105905 15.62870894687594))",0.0,10011.9144548913
1705,8552e483fffffff,"POLYGON ((45.61111615902269 16.400084287704797, 45.59111500501999 16.314212172508594, 45.6546976551938 16.260223873315088, 45.7382173058413 16.292010570533524, 45.75829627470005 16.377776648848496, 45.694777957079765 16.431862056600696, 45.61111615902269 16.400084287704797))",0.0,89558.51297167424
1706,8552e487fffffff,"POLYGON ((45.75829627470005 16.377776648848496, 45.7382173058413 16.292010570533524, 45.80159581612361 16.23804699156557, 45.88498857678234 16.26975254146012, 45.90514469584412 16.355412237664968, 45.84183108282854 16.409472754695013, 45.75829627470005 16.377776648848496))",0.0,95557.27543212863
1707,8552e48bfffffff,"POLYGON ((45.5074692060258 16.282344039025023, 45.48754809415099 16.19647934519532, 45.55119451565559 16.142588432985473, 45.63469845621702 16.17446481838532, 45.6546976551938 16.260223873315088, 45.59111500501999 16.314212172508594, 45.5074692060258 16.282344039025023))",0.0,72583.41509615838
1708,8552e48ffffffff,"POLYGON ((45.6546976551938 16.260223873315088, 45.63469845621702 16.17446481838532, 45.69814130524224 16.120598457889656, 45.78151919278557 16.15239392344925, 45.80159581612361 16.23804699156557, 45.7382173058413 16.292010570533524, 45.6546976551938 16.260223873315088))",0.0,77823.48644621405
1709,8552e493fffffff,"POLYGON ((45.567396210281636 16.540178379667513, 45.54739321295411 16.454193946294396, 45.61111615902269 16.400084287704797, 45.694777957079765 16.431862056600696, 45.71485916204064 16.517740406984817, 45.651200541078666 16.571947061419834, 45.567396210281636 16.540178379667513))",0.0,77725.79974920333
1710,8552e497fffffff,"POLYGON ((45.71485916204064 16.517740406984817, 45.694777957079765 16.431862056600696, 45.75829627470005 16.377776648848496, 45.84183108282854 16.409472754695013, 45.86198982801718 16.495244673837803, 45.79853640438017 16.54942690716321, 45.71485916204064 16.517740406984817))",0.0,93899.08755032477
1711,8552e49bfffffff,"POLYGON ((45.4636051726601 16.422334221906777, 45.443682498984344 16.336356420779076, 45.5074692060258 16.282344039025023, 45.59111500501999 16.314212172508594, 45.61111615902269 16.400084287704797, 45.54739321295411 16.454193946294396, 45.4636051726601 16.422334221906777))",0.0,74523.92678430257
1712,8552e4a3fffffff,"POLYGON ((45.948162874287014 16.215814316076294, 45.92800948849833 16.130267576993667, 45.99104496347681 16.076452209095336, 46.07416854894337 16.108086692684946, 46.09439803615657 16.1935267661852, 46.03142801426206 16.247439008962846, 45.948162874287014 16.215814316076294))",0.0,95557.89693156823
1713,8552e4a7fffffff,"POLYGON ((46.09439803615657 16.1935267661852, 46.07416854894337 16.108086692684946, 46.137000242395565 16.054297757046484, 46.21999560054071 16.085852181169468, 46.240300529090455 16.171185258187883, 46.17753483566997 16.22507089370277, 46.09439803615657 16.1935267661852))",0.0,106042.16891305207
1714,8552e4abfffffff,"POLYGON ((45.844758389614576 16.09855274582311, 45.82468422013731 16.013013417644025, 45.887784595287215 15.959295204398485, 45.97089441704341 15.991019152952239, 45.99104496347681 16.076452209095336, 45.92800948849833 16.130267576993667, 45.844758389614576 16.09855274582311))",0.0,77834.32225585009
1715,8552e4affffffff,"POLYGON ((45.99104496347681 16.076452209095336, 45.97089441704341 15.991019152952239, 46.03379156036319 15.937327198892676, 46.116773977288716 15.968971306522079, 46.137000242395565 16.054297757046484, 46.07416854894337 16.108086692684946, 45.99104496347681 16.076452209095336))",0.0,88719.06854751382
1716,8552e4b3fffffff,"POLYGON ((45.90514469584412 16.355412237664968, 45.88498857678234 16.26975254146012, 45.948162874287014 16.215814316076294, 46.03142801426206 16.247439008962846, 46.051660619746826 16.332991983527762, 45.98855177736327 16.38702697429714, 45.90514469584412 16.355412237664968))",0.0,103755.5503262815
1717,8552e4b7fffffff,"POLYGON ((46.051660619746826 16.332991983527762, 46.03142801426206 16.247439008962846, 46.09439803615657 16.1935267661852, 46.17753483566997 16.22507089370277, 46.19784326472481 16.310516812774978, 46.13493924895677 16.364525646121248, 46.051660619746826 16.332991983527762))",0.0,113309.53996517153
1718,8552e4bbfffffff,"POLYGON ((45.80159581612361 16.23804699156557, 45.78151919278557 16.15239392344925, 45.844758389614576 16.09855274582311, 45.92800948849833 16.130267576993667, 45.948162874287014 16.215814316076294, 45.88498857678234 16.26975254146012, 45.80159581612361 16.23804699156557))",0.0,85955.69724671512
